"volume","interment id","message"
"03","16898","Unable geocode residence place: Cor 8Th St To 36Th St  New York United States"
"03","16923","Unable geocode residence place: Asyleem Flattuish Kings Go Lunatie"
"03","17272","Unable geocode residence place: 18 Elect N Lburgho  United States"
"03","17485","Unable geocode residence place: 102 Cedar  New York United States"
"03","17973","Unable geocode residence place: 27 Pett New York New York United States"
"03","18233","Unable geocode residence place: 41 Elsex New York New York United States"
"03","18259","Unable geocode residence place: 3 Pett New York New York United States"
"03","18260","Unable to parse death date: September 31, 1852"
"03","18263","Unable to parse death date: September 31, 1852"
"03","18265","Unable to parse death date: September 31, 1852"
"03","18271","Unable to parse death date: September 31, 1852"
"03","18273","Unable to parse death date: September 31, 1852"
"03","18274","Unable to parse death date: September 31, 1852"
"03","18275","Unable to parse death date: September 31, 1852"
"03","18279","Unable to parse death date: September 31, 1852"
"03","18282","Unable to parse death date: September 31, 1852"
"03","18287","Unable to parse death date: September 31, 1852"
"03","18343","Unable geocode residence place: 121 Columbia New York New York United States"
"03","19510","Unable geocode birth place: Tuebek"
"03","19538","Unable geocode residence place: Hatbush L.I. Flatburt L I"
"03","19567","Unable geocode birth place: Carmanibeiel"
"03","19668","Unable geocode birth place: Irte Of Man  United States"
"03","19806","Unable geocode residence place: Columbia Arminy Dale"
"03","19862","Unable geocode residence place: 274 Atlantic Hydo Port O  Dutchip A"
"03","20331","Unable geocode residence place: 263 Rivington Story Point"
"03","20767","Unable geocode residence place: 55 Hendron Brooklyn New York United States"
"03","21124","Unable geocode birth place: Wattkins"
"03","21125","Unable geocode birth place: Wattkins"
"03","21426","Unable geocode residence place: 8 Av. To 36 St New York New York United States"
"03","21479","Unable geocode residence place: 2 Av. To 22 St New York New York United States"
"03","21639","Unable geocode residence place: Bway To 39 St New York New York United States"
"03","21684","Unable geocode residence place: Leh 8.To 9 Ac. In 36 St New York New Jersey United States"
"03","21873","Unable geocode residence place: 105.1/2 Cherry New York New York United States"
"03","22223","Unable geocode residence place: Sixteenth  New York United States"
"03","22399","Has a death year greater than 2020: 18523"
"03","22399","Unable to parse death date: October 1, 18523"
"03","22627","Unable geocode residence place: 123 Neenisut St  New York United States"
"03","22659","Has a death year greater than 2020: 18521"
"03","22659","Unable to parse death date: October 18, 18521"
"03","23043","Unable geocode residence place: Chantague Co Westfield"
"03","24227","Unable geocode residence place: Raritane Ireland From Staten Island"
