"volume","interment id","message"
"04","24962","Unable geocode residence place: 3 Columbia  New York United States"
"04","25196","Has an infant name but is missing last name"
"04","25254","Unable geocode residence place: Sixteenth  New York United States"
"04","25993","Has an infant name but is missing last name"
"04","25993","Has an infant name but is missing last name"
"04","26029","Has an infant name but is missing last name"
"04","26029","Has an infant name but is missing last name"
"04","26058","Unable geocode birth place: New Townsland"
"04","26332","Unable geocode residence place: At Sea Ship John Herman"
"04","26333","Unable geocode residence place: At Sea Ship John Herman"
"04","26749","Has an infant name but is missing last name"
"04","27768","Unable geocode birth place: Santercruz"
"04","27865","Has an infant name but is missing last name"
"04","28188","Unable geocode residence place: 153 Goerch  New York United States"
"04","28217","Unable geocode residence place: 19 State  New York United States"
"04","28710","Unable to parse death date: September 31, 1853"
"04","28711","Unable to parse death date: September 31, 1853"
"04","28713","Unable to parse death date: September 31, 1853"
"04","28715","Unable to parse death date: September 31, 1853"
"04","28716","Unable to parse death date: September 31, 1853"
"04","28718","Unable to parse death date: September 31, 1853"
"04","28719","Unable to parse death date: September 31, 1853"
"04","28720","Unable to parse death date: September 31, 1853"
"04","28722","Unable to parse death date: September 31, 1853"
"04","28723","Unable to parse death date: September 31, 1853"
"04","28724","Unable to parse death date: September 31, 1853"
"04","28727","Unable to parse death date: September 31, 1853"
"04","28734","Unable to parse death date: September 31, 1853"
"04","28743","Unable to parse death date: September 31, 1853"
"04","28745","Unable to parse death date: September 31, 1853"
"04","28823","Unable geocode residence place: Cumberland   Orphan Asylum"
"04","28856","Unable geocode residence place: Asylum Colored Arphan"
"04","29142","Unable geocode birth place: Bornat Sea"
"04","29190","Unable geocode residence place: New York State Hastings  England"
"04","29305","Unable geocode birth place: Fairmount W C C"
"04","29739","Unable geocode residence place: Guy Mannering"
"04","29777","Has an infant name but is missing last name"
"04","29845","Has an infant name but is missing last name"
"04","29850","Has an infant name but is missing last name"
"04","29944","Has an infant name but is missing last name"
"04","29945","Has an infant name but is missing last name"
"04","30571","Has an infant name but is missing last name"
"04","30572","Has an infant name but is missing last name"
"04","30573","Has an infant name but is missing last name"
"04","30611","Unable geocode residence place: 71 Coitlanett  New York United States"
"04","30924","Unable geocode birth place: Removal From"
"04","31056","Unable geocode residence place: Momisania"
"04","31251","Has an infant name but is missing last name"
"04","31252","Has an infant name but is missing last name"
"04","31357","Unable geocode residence place: 125 Goerck  New York United States"
