"volume","interment id","message"
"12","94416","Has an infant name but is missing last name"
"12","94421","Has an infant name but is missing last name"
"12","94422","Has an infant name but is missing last name"
"12","94447","Has an infant name but is missing last name"
"12","94455","Has an infant name but is missing last name"
"12","94467","Has an infant name but is missing last name"
"12","94474","Has an infant name but is missing last name"
"12","94481","Has an infant name but is missing last name"
"12","94482","Has an infant name but is missing last name"
"12","94494","Has an infant name but is missing last name"
"12","94539","Has an infant name but is missing last name"
"12","94551","Has an infant name but is missing last name"
"12","94556","Has an infant name but is missing last name"
"12","94563","Has an infant name but is missing last name"
"12","94564","Has an infant name but is missing last name"
"12","94565","Has an infant name but is missing last name"
"12","94566","Has an infant name but is missing last name"
"12","94579","Has an infant name but is missing last name"
"12","94588","Has an infant name but is missing last name"
"12","94590","Has an infant name but is missing last name"
"12","94592","Has an infant name but is missing last name"
"12","94596","Has an infant name but is missing last name"
"12","94605","Has an infant name but is missing last name"
"12","94607","Has an infant name but is missing last name"
"12","94624","Has an infant name but is missing last name"
"12","94639","Has an infant name but is missing last name"
"12","94653","Has an infant name but is missing last name"
"12","94655","Has an infant name but is missing last name"
"12","94710","Has an infant name but is missing last name"
"12","94732","Has an infant name but is missing last name"
"12","94733","Has an infant name but is missing last name"
"12","94737","Has an infant name but is missing last name"
"12","94746","Has an infant name but is missing last name"
"12","94766","Has an infant name but is missing last name"
"12","94778","Has an infant name but is missing last name"
"12","94792","Has an infant name but is missing last name"
"12","94799","Has an infant name but is missing last name"
"12","94813","Has an infant name but is missing last name"
"12","94852","Has an infant name but is missing last name"
"12","94894","Has an infant name but is missing last name"
"12","94912","Has an infant name but is missing last name"
"12","94928","Has an infant name but is missing last name"
"12","94933","Has an infant name but is missing last name"
"12","94944","Has an infant name but is missing last name"
"12","94979","Has an infant name but is missing last name"
"12","95002","Has an infant name but is missing last name"
"12","95005","Has an infant name but is missing last name"
"12","95006","Has an infant name but is missing last name"
"12","95029","Has an infant name but is missing last name"
"12","95030","Has an infant name but is missing last name"
"12","95038","Has an infant name but is missing last name"
"12","95041","Has an infant name but is missing last name"
"12","95056","Has an infant name but is missing last name"
"12","95071","Has an infant name but is missing last name"
"12","95080","Has an infant name but is missing last name"
"12","95092","Has an infant name but is missing last name"
"12","95105","Has an infant name but is missing last name"
"12","95108","Unable geocode residence place: 75 Baltie Brooklyn New York United States"
"12","95121","Has an infant name but is missing last name"
"12","95143","Has an infant name but is missing last name"
"12","95166","Has an infant name but is missing last name"
"12","95191","Has an infant name but is missing last name"
"12","95222","Has an infant name but is missing last name"
"12","95253","Has an infant name but is missing last name"
"12","95265","Has an infant name but is missing last name"
"12","95303","Has an infant name but is missing last name"
"12","95374","Has an infant name but is missing last name"
"12","95384","Has an infant name but is missing last name"
"12","95394","Has an infant name but is missing last name"
"12","95453","Has an infant name but is missing last name"
"12","95461","Has an infant name but is missing last name"
"12","95473","Has an infant name but is missing last name"
"12","95510","Has an infant name but is missing last name"
"12","95512","Has an infant name but is missing last name"
"12","95580","Has an infant name but is missing last name"
"12","95591","Has an infant name but is missing last name"
"12","95616","Has an infant name but is missing last name"
"12","95634","Has an infant name but is missing last name"
"12","95642","Has an infant name but is missing last name"
"12","95673","Has an infant name but is missing last name"
"12","95681","Has an infant name but is missing last name"
"12","95682","Has an infant name but is missing last name"
"12","95701","Has an infant name but is missing last name"
"12","95729","Has an infant name but is missing last name"
"12","95748","Has an infant name but is missing last name"
"12","95773","Has an infant name but is missing last name"
"12","95782","Has an infant name but is missing last name"
"12","95828","Has an infant name but is missing last name"
"12","95849","Has an infant name but is missing last name"
"12","95852","Has an infant name but is missing last name"
"12","95854","Has an infant name but is missing last name"
"12","95871","Has an infant name but is missing last name"
"12","95874","Has an infant name but is missing last name"
"12","95885","Has an infant name but is missing last name"
"12","95893","Has an infant name but is missing last name"
"12","95894","Has an infant name but is missing last name"
"12","95909","Has an infant name but is missing last name"
"12","95917","Has an infant name but is missing last name"
"12","95934","Has an infant name but is missing last name"
"12","95940","Has an infant name but is missing last name"
"12","95945","Has an infant name but is missing last name"
"12","95951","Has an infant name but is missing last name"
"12","95960","Has an infant name but is missing last name"
"12","95981","Has an infant name but is missing last name"
"12","95984","Has an infant name but is missing last name"
"12","95988","Has an infant name but is missing last name"
"12","96042","Has an infant name but is missing last name"
"12","96051","Has an infant name but is missing last name"
"12","96081","Has an infant name but is missing last name"
"12","96096","Has an infant name but is missing last name"
"12","96112","Has an infant name but is missing last name"
"12","96120","Has an infant name but is missing last name"
