"volume","interment id","message"
"05","31665","Unable geocode death place: Made Schuster  United States"
"05","31670","Unable geocode residence place: Haster No 143  New York United States"
"05","31751","Unable geocode death place: Rashwang Nel"
"05","31834","Unable geocode residence place: Prince No 181   United States"
"05","31835","Unable geocode residence place: Grove No 74   United States"
"05","31837","Unable geocode residence place: Sands No 125   United States"
"05","31844","Unable geocode residence place: Jay No 161   United States"
"05","31845","Unable geocode residence place: Traverly Place 151"
"05","31848","Unable geocode residence place: Sands No 166   United States"
"05","31855","Unable geocode residence place: Orange No 152   United States"
"05","31872","Unable geocode residence place: Avenue A No 79   United States"
"05","31875","Unable geocode residence place: Twentysixth No 214"
"05","31876","Unable geocode residence place: 35Th & 2 Av"
"05","31878","Unable geocode residence place: Johnson No 16"
"05","31880","Unable geocode residence place: 32 No 188"
"05","31964","Unable geocode residence place: North 2 Black Walls  United States"
"05","31990","Unable geocode death place: East Moursamir"
"05","32332","Unable geocode residence place: 49Th Av 98 San Franceses  France"
"05","32458","Unable geocode residence place: Price No 94 New York New York United States"
"05","32689","Unable to parse death date: April 31, 1854"
"05","32705","Unable to parse death date: April 31, 1854"
"05","32752","Unable to parse death date: April 31, 1854"
"05","32900","Unable geocode death place: Hospital Lel  Harputal Li"
"05","33167","Unable geocode birth place: Georgia  United Kingdom"
"05","33357","Unable geocode birth place: Sportscoach  United States"
"05","33528","Unable geocode residence place: Authony 41 New York New York United States"
"05","33725","Unable geocode residence place: Say No 94 Brooklyn New York United States"
"05","33875","Unable geocode residence place: Island Blackwatch  United States"
"05","33889","Unable geocode death place: Movisnsnia"
"05","33951","Unable geocode death place: Colored Q Asylon"
"05","34260","Unable geocode residence place: Roosevelt No 31"
"05","34269","Unable to parse death date: June 31, 1854"
"05","34270","Unable to parse death date: June 31, 1854"
"05","34295","Unable geocode residence place: Greene 70  New York United States"
"05","34366","Unable geocode birth place: Hafsia  France"
"05","34532","Unable geocode death place: Steamer Georg  United States"
"05","34584","Unable geocode birth place: Martiuregue Westlandia  United States"
"05","34629","Unable geocode residence place: Haunount  United States"
