"volume","interment id","message"
"06","41194","Unable geocode residence place: 35St Bet 8 Th & 9Th Av New York City New York United States"
"06","41237","Unable geocode residence place: Lauighn 13"
"06","41315","Unable geocode residence place: Cherry 339   Astonia"
"06","41405","Unable geocode death place: Ruips Co"
"06","41546","Unable geocode residence place: 59Th   United States"
"06","41593","Unable geocode death place: Harlen"
"06","41604","Unable to parse death date: June 31, 1855"
"06","41605","Unable to parse death date: June 31, 1855"
"06","41606","Unable to parse death date: June 31, 1855"
"06","41612","Unable to parse death date: June 31, 1855"
"06","41614","Unable to parse death date: June 31, 1855"
"06","41615","Unable to parse death date: June 31, 1855"
"06","41617","Unable to parse death date: June 31, 1855"
"06","41636","Unable geocode residence place: Cor 50Th & Bway New York City New York United States"
"06","41668","Unable geocode birth place: Seig Seig"
"06","41765","Unable geocode residence place: West 16Th  145 New York City New York United States"
"06","41937","Unable geocode residence place: Cranberry Av 85"
"06","41938","Unable geocode residence place: Cranberry Av 85"
"06","41939","Unable geocode residence place: Cranberry Av 85"
"06","41944","Unable geocode residence place: Cor Hayt & Douglass New York City New York United States"
"06","42051","Unable geocode residence place: Cor Smith & Baltic New York City New York United States"
"06","42083","Unable geocode residence place: Cor 8Th Av & 1St Av New York City New York United States"
"06","42092","Unable geocode residence place: Cor 49Th Av & 9Th Av New York City New York United States"
"06","42107","Unable geocode death place: Stamfora Caum"
"06","42117","Unable geocode residence place: Cov 7Th Av & 15Th Av New York City New York United States"
"06","42125","Unable geocode residence place: Cov 4Th Av & 31St Av New York City New York United States"
"06","42253","Unable geocode residence place: Cor Delancy & Rivington New York City New York United States"
"06","42267","Unable geocode residence place: Cor Gates & Bedford Ave New York City New York United States"
"06","42270","Unable geocode residence place: Essex 85   France"
"06","42278","Unable geocode residence place: Rose 13 New York City New York United States"
"06","42383","Unable geocode residence place: Esset 132 New York City New York United States"
"06","42402","Unable geocode residence place: Cherry 91   Kingslandvill"
"06","42413","Unable geocode residence place: 4Th 126   Youkers"
"06","42436","Unable geocode birth place: Mousaania"
"06","42481","Unable geocode birth place: Wafs"
"06","42488","Unable geocode residence place: Cor Amos & Washington New York City New York United States"
"06","42772","Unable geocode residence place: Cor Van Brunt & Dyke New York City New York United States"
"06","42894","Unable geocode residence place: Cor Vandom & Varick New York City New York United States"
"06","42975","Unable geocode death place: Key Rost  United States"
"06","43047","Unable geocode death place: Wheatsheaf  United States"
"06","43265","Unable geocode residence place: Cor 2 & South 3Rd New York City New York United States"
"06","43291","Unable geocode residence place: 3Rd Avenue Communipan"
"06","43300","Unable geocode residence place: Cor 59Th & 2 Av New York City New York United States"
"06","43320","Unable geocode residence place: 9Th Bet 2Nd & 3Rd Av New York City New York United States"
"06","43333","Unable geocode birth place: New Harland"
"06","43348","Unable geocode residence place: Cor 32Rd & 3Rd New York City New York United States"
"06","43404","Unable geocode residence place: Cov 23Rd St & 6Th Av New York City New York United States"
"06","43423","Unable geocode birth place: Baston Mafs United States"
"06","43445","Unable to parse death date: September 31, 1855"
"06","43446","Unable to parse death date: September 31, 1855"
"06","43449","Unable to parse death date: September 31, 1855"
"06","43450","Unable to parse death date: September 31, 1855"
"06","43451","Unable to parse death date: September 31, 1855"
"06","43454","Unable geocode residence place: Anandago"
"06","43454","Unable to parse death date: September 31, 1855"
"06","43457","Unable to parse death date: September 31, 1855"
"06","43467","Unable to parse death date: September 31, 1855"
"06","43472","Unable to parse death date: September 31, 1855"
"06","43476","Unable to parse death date: September 31, 1855"
"06","43499","Unable to parse death date: September 31, 1855"
"06","43500","Unable to parse death date: September 31, 1855"
"06","43529","Unable geocode residence place: Dayle 13 New York City New York United States"
"06","43540","Unable geocode residence place: Band 24"
"06","43579","Unable geocode residence place: Cor Nevius & Fulton New York City New York United States"
"06","43657","Unable geocode residence place: President New York City New York United States"
"06","43762","Unable geocode death place: Mystive"
"06","43797","Unable geocode birth place: Huntsbudge"
"06","43797","Unable geocode residence place: Av C Av 28  Hunter Bridge"
"06","43827","Unable geocode residence place: Cor Doughty & Elizabeth New York City New York United States"
"06","43948","Unable geocode death place: Fredomee  United States"
"06","44080","Unable geocode residence place: Centre 116"
"06","44099","Unable geocode residence place: 14Th Av Bet 2Nd & 3Rd Av New York City New York United States"
"06","44151","Unable geocode death place: Bolville"
"06","44444","Unable geocode residence place: Goerck  125   Astonia"
"06","44512","Unable geocode residence place: Pike  38   Cypress Hills"
"06","44513","Unable geocode residence place: Pike  38   Cypress Hills"
"06","44514","Unable geocode residence place: Pike  38   Cypress Hills"
"06","44522","Unable to parse death date: November 31, 1855"
"06","44523","Unable to parse death date: November 31, 1855"
"06","44524","Unable to parse death date: November 31, 1855"
"06","44526","Unable to parse death date: November 31, 1855"
"06","44528","Unable to parse death date: November 31, 1855"
"06","44529","Unable to parse death date: November 31, 1855"
"06","44531","Unable to parse death date: November 31, 1855"
"06","44551","Unable to parse death date: November 31, 1855"
"06","44556","Unable to parse death date: November 31, 1855"
"06","44895","Unable geocode residence place: Jane 40   Sandwich Island"
"06","45275","Unable geocode death place: Moiresania  United States"
"06","45423","Unable geocode residence place: Lamartin Place 19   Germany"
"06","45424","Unable geocode residence place: Lamartin Place 19   Germany"
"06","45623","Unable geocode residence place: President New York City New York United States"
"06","45847","Unable geocode residence place: Lington Av 13 New York City New York United States"
"06","45872","Unable geocode residence place: East 21St 222 New York City New York United States"
"06","46013","Unable geocode residence place: Marion Av 41 New York City New York United States"
"06","46041","Unable geocode residence place: Stanton Av 100 New York City New York United States"
"06","46137","Unable geocode residence place: Front Av 232 New York City New York United States"
"06","46352","Unable geocode residence place: Cov 15Th & Av 13 New York City New York United States"
"06","46486","Unable geocode residence place: Mouisannia"
"06","46486","Unable geocode death place: Mouisannia"
"06","46534","Unable geocode residence place: Asylum Bloomingdale  United States"
"06","46902","Unable geocode residence place: 21 St Sn New York City New York United States"
"06","46961","Unable geocode residence place: Astonia United New Kazakhstan"
"06","46961","Unable geocode death place: Astonia United New Kazakhstan"
"06","47047","Unable to parse death date: April 31, 1856"
"06","47099","Unable to parse death date: April 31, 1856"
"06","47100","Unable to parse death date: April 31, 1856"
"06","47287","Unable geocode death place: Sausing Burgh  United States"
"06","47407","Unable geocode residence place: Cornelin 13 New York City New York United States"
"06","47422","Unable geocode death place: Buenss Ayer"
"06","47494","Unable geocode residence place: Combidgepoet Mafe  United States"
"06","47494","Unable geocode death place: Combidgepoet Mafe  United States"
"06","47525","Unable geocode residence place: Lawerneo 76 Alms Haven  United States"
"06","47691","Unable geocode death place: Syack  United States"
"06","48226","Unable to parse death date: June 31, 1856"
"06","48227","Unable to parse death date: June 31, 1856"
"06","48234","Unable geocode residence place: President New York City New York United States"
"06","48250","Unable to parse death date: June 31, 1856"
"06","48403","Unable geocode residence place: Willett 68   At Sea"
"06","48407","Unable geocode residence place: South Av 223   Cuba"
"06","48554","Unable geocode residence place: Havston 237 New York City New York United States"
"06","48737","Unable geocode birth place: Astonia L L"
"06","48759","Unable geocode residence place: Green Paint New York City New York United States"
"06","48784","Unable geocode residence place: 2 Av 84 Youkens"
"06","48852","Unable geocode residence place: West 25Th 124 New York City New York United States"
"06","48855","Unable geocode residence place: Bark Theresa Av Seamans Retreat  United States"
"06","48855","Unable geocode death place: Seamans Retreat  United States"
"06","49001","Unable geocode residence place: West 16Th 130 New York City New York United States"
"06","49046","Unable geocode residence place: Rose 13 New York City New York United States"
"06","49213","Unable geocode residence place: Peane 50 New York City New York United States"
"06","49358","Unable geocode residence place: Rose 12 New York City New York United States"
"06","49361","Unable to parse death date: September 31, 1856"
"06","49412","Unable geocode residence place: Fulton 327 1/02 New York City New York United States"
"06","49587","Unable geocode residence place: Degree 107 New York City New York United States"
"06","49609","Unable geocode residence place: Rush   Switzerland"
"06","49705","Unable geocode death place: Mystie Bridge Co"
"06","49739","Unable geocode residence place: Wadison 107 New York City New York United States"
"06","49842","Unable geocode residence place: Bloomfield Avenue 28 New Jersey New Jersey United States"
